2019-04-20,32279
2019-11-14,32785
2021-02-27,17631
2020-01-05,863
2020-01-25,3357
2018-04-24,12152
2022-01-19,48278
2019-05-01,8683
2020-04-03,9890
2019-10-24,5287
2019-06-25,27848
2020-04-06,23861
2019-10-01,22141
2021-06-22,3417
2021-10-10,13863
2018-03-05,10337
2020-07-29,12655
2022-03-14,44943
2020-07-22,32742
2021-07-19,24046
2021-05-23,24086
2021-07-02,40590
2019-07-16,5842
2018-11-07,36634
2018-02-09,44463
2020-12-16,49330
2018-10-19,27656
2021-02-04,7432
2019-03-11,1064
2018-09-18,1093
2020-11-10,44153
2022-03-11,47064
2020-06-12,31144
2020-02-21,24978
2018-01-24,18172
2018-01-11,18526
2020-06-08,35377
2018-03-22,26312
2019-11-11,8866
2020-08-26,12524
2019-08-20,20371
2018-02-18,5511
2020-07-20,24876
2022-03-07,9837
2020-05-25,35679
2018-04-17,42348
2020-10-01,25513
2021-05-02,33509
2021-07-30,39477
2018-03-20,37130
2021-11-21,12586
2021-11-11,44847
2022-01-06,30729
2019-12-07,27343
2020-11-30,8490
2019-12-26,46966
2021-02-15,42262
2021-11-01,24152
2019-02-28,49474
2020-09-28,25948
2019-04-25,1900
2021-05-11,25042
2019-02-11,42830
2019-12-09,37500
2020-02-04,12645
2018-01-24,13039
2018-11-26,30924
2019-02-21,7512
2021-08-26,6073
2022-02-03,23641
2018-06-25,30987
2018-02-06,47035
2019-09-20,12950
2021-02-18,40799
2018-10-06,25889
2018-07-01,38908
2020-07-03,43908
2021-09-11,16737
2019-01-21,23671
2018-07-15,30784
2021-06-22,19968
2020-01-16,36470
2018-09-11,12487
2020-12-03,43367
2020-11-27,14203
2022-02-09,49877
2019-11-05,32512
2020-05-11,13611
2021-05-16,14979
2020-01-11,11621
2021-06-24,25798
2018-12-01,30437
2021-01-12,22560
2021-08-16,9070
2018-04-18,17438
2021-08-20,34212
2020-10-11,47730
2019-05-31,24374
2020-09-22,44429
2018-10-02,36766
2019-11-15,21395
2020-05-12,33380
2018-07-02,34695
2018-03-02,34231
2019-12-11,14580
2020-03-07,12919
2020-09-29,18515
2018-04-13,16010
2021-02-13,10901
2019-08-20,10842
2019-05-11,22947
2020-04-21,27392
2021-04-07,13226
2021-07-03,5292
2021-11-12,31337
2018-09-26,42149
2021-03-18,35984
2019-10-25,24300
2020-10-30,5031
2018-05-17,2355
2021-07-18,42161
2018-07-10,20338
2020-05-14,34290
2020-10-18,2750
2021-02-11,23145
2021-01-15,18482
2019-12-26,16833
2021-07-29,15146
2021-05-11,44980
2018-05-29,41840
2021-07-28,39260
2021-03-28,27896
2018-09-06,28679
2020-01-18,25158
2020-02-29,10565
2018-01-10,22915
2020-06-02,15917
2022-02-10,4790
2020-05-05,2198
2021-10-02,2109
2021-04-22,28920
2019-09-05,42362
2020-05-19,3867
2020-01-26,37943
2020-06-25,45245
2020-08-04,10140
2019-10-11,28503
2018-09-24,10569
2020-10-24,15071
2019-03-27,32498
2019-07-07,48956
2020-04-17,2241
2021-10-30,40717
2018-07-28,6352
2019-06-09,13018
2020-05-13,7998
2021-12-25,20094
2020-01-22,2637
2019-07-25,49157
2019-01-15,48743
2021-06-29,43386
2019-03-02,31908
2021-07-17,3582
2021-02-21,30663
2021-01-09,9852
2020-12-20,2351
2018-06-01,34883
2020-06-09,37485
2019-06-15,36993
2018-11-05,5318
2022-01-26,12681
2019-06-27,12931
2018-12-14,9638
2020-04-04,37864
2018-08-18,19274
2021-01-31,11096
2019-03-28,37042
2019-12-06,22693
2019-03-16,2706
2019-04-27,42053
2021-12-08,25104
2019-06-03,18608
2018-06-22,48625
2019-09-04,33987
2019-06-10,9468
2021-09-08,15893
2021-12-18,19275
2021-02-18,34786
2021-11-01,1211
2018-10-21,34868
2020-06-04,1110
2020-10-07,29012
2018-05-14,10594
2020-09-25,5256
2018-01-17,41402
2019-07-12,32271
2018-02-12,27251
2019-07-02,14890
2019-04-04,40863
2019-08-05,36175
2020-01-11,49183
2018-06-23,1682
2018-12-10,14994
2021-05-25,32392
2019-11-07,48184
2018-01-02,11939
2018-03-18,26454
2021-12-21,21891
2018-10-04,12984
2018-01-18,48720
2020-08-14,9401
2021-06-22,27503
2018-01-12,43706
2022-02-10,27615
2020-05-27,8284
2020-01-19,21570
2018-06-25,14997
2021-11-30,11563
2018-02-24,23233
2019-04-08,43984
2020-12-11,11330
2019-12-26,43572
2019-07-17,46533
2019-09-07,36965
2019-05-23,38593
2021-11-10,13654
2021-09-13,35022
2018-11-26,9723
2020-08-04,28731
2018-07-31,24277
2020-12-09,13166
2022-03-17,15923
2020-03-30,44232
2019-08-11,30451
2021-03-15,27653
2020-07-31,11821
2020-01-29,30938
2018-02-10,49844
2019-09-01,41631
2019-05-08,8386
2019-09-15,32705
2020-01-13,39669
2022-02-02,21367
2019-11-19,36683
2020-02-22,34792
2019-04-16,17925
2021-03-10,12364
2019-05-11,1552
2021-08-03,7198
2021-02-05,37375
2020-11-19,42296
2020-02-18,39995
2020-02-24,34682
2020-09-26,46267
2019-02-21,35653
2020-03-03,23002
2018-07-05,47595
2019-03-26,17533
2020-12-16,3835
2021-01-31,35556
2019-09-18,12354
2019-04-23,30858
2018-08-18,9267
2018-12-30,26397
2018-02-01,36220
2019-06-21,19844
2021-11-15,10107
2019-09-08,34836
2021-11-29,35253
2019-04-13,30404
2020-05-18,42269
2018-07-30,33337
2019-03-30,14431
2018-01-08,40543
2021-06-22,22676
2018-07-19,19787
2018-05-31,43233
2020-05-13,29647
2022-01-28,4754
2018-07-05,17336
2020-08-16,7650
2019-07-05,18185
2018-02-03,41565
2020-11-06,31095
2021-04-17,27066
2018-12-13,2208
2020-08-21,30313
2018-12-30,47245
2020-06-24,44088
2018-08-16,31386
2020-12-29,20794
2019-06-09,22920
2021-06-09,32373
2020-01-19,24810
2018-03-04,21963
2019-09-03,41708
2019-01-27,41739
2019-09-06,4244
2021-05-09,19173
2020-11-11,9870
2021-06-10,36590
2019-12-03,20804
2020-06-08,14327
2018-12-16,4751
2018-03-25,2358
2019-08-24,47373
2018-12-10,39179
2020-06-27,35444
2019-01-11,8442
2019-07-22,4246
2020-06-04,31726
2018-06-11,8251
2018-09-05,4263
2021-12-10,30398
2021-10-29,38025
2020-07-21,21440
2018-10-24,9246
2018-03-12,29824
2021-09-16,33987
2018-10-08,45822
2019-03-20,15215
2018-08-31,19371
2019-07-06,40017
2021-10-19,29671
2020-09-04,17282
2021-12-19,18854
2021-08-11,41044
2018-12-10,11707
2019-07-27,14102
2018-09-27,28095
2021-11-05,49011
2019-08-12,25036
2022-02-24,33544
2021-01-09,8041
2019-07-23,44605
2018-10-09,38379
2020-06-01,5022
2018-07-28,7167
2018-11-21,24403
2021-07-06,32776
2021-08-25,33855
2020-12-02,4511
2018-12-04,32403
2018-05-19,15754
2020-08-23,29183
2021-09-11,6969
2019-04-05,23748
2018-11-04,34080
2021-06-11,37429
2019-03-10,40996
2018-02-27,23591
2020-02-15,29371
2021-06-29,10825
2021-06-15,22065
2019-02-13,17643
2020-09-29,49315
2021-03-07,25890
2018-03-05,10755
2019-09-17,7449
2018-09-24,37470
2019-06-30,35395
2018-08-14,42372
2020-08-21,34714
2020-09-11,7316
2020-03-05,23807
2021-05-10,13417
2018-01-28,15189
2019-04-18,16850
2019-02-21,38925
2021-11-26,14408
2018-10-28,40352
2018-07-14,19285
2018-08-09,29231
2018-12-13,42000
2018-09-15,33623
2019-09-22,24239
2022-02-18,17551
2019-11-30,36050
2020-08-31,20396
2020-07-17,34848
2021-07-22,39263
2020-01-17,16599
2019-09-03,13592
2019-11-01,20566
2019-01-03,2305
2019-07-08,44188
2018-08-11,25060
2020-03-15,49820
2020-06-21,15141
2021-07-27,13981
2019-11-26,25024
2018-01-11,25385
2018-09-21,15937
2020-06-02,10622
2019-10-03,9777
2021-02-03,28428
2021-10-25,10159
2019-03-23,47585
2019-01-05,35585
2018-06-07,24203
2020-09-27,49521
2020-06-14,45830
2019-04-19,49625
2018-04-04,18956
2019-12-13,4458
2020-10-17,45275
2020-01-07,42728
2020-12-08,20270
2019-03-21,16690
2020-07-04,24440
2022-01-19,37560
2021-07-04,49574
2022-03-21,37718
2019-08-12,39551
2020-05-11,47236
2021-04-24,32826
2019-08-27,48895
2018-01-02,19286
2021-11-27,37596
2020-04-23,30413
2021-03-31,48257
2019-11-22,28040
2020-05-04,29197
2021-07-30,11904
2020-09-18,11845
2021-04-15,45670
2018-02-21,33924
2018-06-11,27573
2018-05-30,47183
2019-12-19,42576
2020-08-21,11109
2019-03-25,27057
2021-02-19,5806
2020-12-24,49508
2019-01-28,46250
2018-09-03,30302
2018-12-27,3564
2021-05-04,44620
2018-09-24,31438
2020-01-08,22834
2021-09-10,46275
2018-05-09,33292
2019-04-24,21702
2018-07-28,10053
2020-05-02,33330
2019-10-15,39201
2018-07-18,46636
2020-10-06,19144
2021-01-11,2186
2019-03-25,830
2020-02-27,7344
2020-09-05,47613
2018-04-30,29979
2018-01-19,41428
2022-01-05,39973
2018-08-10,20264
2019-09-14,36333
2020-08-10,45864
2020-06-14,22466
2018-02-19,1879
2019-06-06,36737
2018-02-17,16097
2018-01-21,13453
2018-09-05,14652
2018-11-12,27875
2021-09-07,5138
2019-07-02,47708
2019-04-07,33197
2019-02-04,29856
2020-04-01,26999
2018-08-20,40521
2018-10-22,9588
2019-07-04,35102
2021-07-19,12877
2019-10-23,9777
2020-10-23,33639
2020-04-29,39511
2020-01-25,8663
2020-01-10,7378
2019-06-27,942
2018-09-25,33732
2018-04-03,49325
2020-03-18,45561
2020-04-10,6462
2021-10-12,41853
2018-10-02,49735
2022-02-23,46681
2020-03-13,22545
2019-04-11,32139
2018-06-24,26464
2018-01-08,30399
2018-02-04,35720
2022-02-13,46068
2021-08-15,18173
2022-01-02,19260
2019-01-30,37271
2018-08-10,29085
2019-06-20,7747
2019-02-25,1579
2021-04-06,25055
2021-07-12,36618
2022-03-10,27733
2021-10-10,48690
2020-04-29,8198
2020-03-08,49114
2021-06-17,16729
2018-03-29,10587
2020-11-18,11489
2021-09-03,18125
2019-04-26,49380
2019-04-15,46124
2018-10-04,12109
2022-01-31,12765
2019-01-10,22609
2020-07-27,42571
2019-08-22,36935
2021-04-13,29163
2019-11-02,14152
2019-04-03,47577
2020-04-10,7235
2021-07-23,1925
2021-03-16,42360
2020-02-23,24772
2020-07-11,1508
2018-06-01,44363
2019-08-22,32413
2019-08-14,13697
2022-02-12,15129
2021-12-06,45124
2019-02-21,30783
2021-05-30,30786
2019-12-26,33110
2019-03-29,14805
2021-03-02,26849
2021-01-25,7616
2018-02-02,27870
2021-12-16,38818
2021-11-19,31554
2021-10-28,47177
2018-10-22,18565
2020-02-06,21764
2018-12-28,43684
2019-06-14,7904
2021-10-18,49587
2020-01-10,27911
2021-07-07,10154
2021-04-08,16783
2019-04-08,15683
2018-11-29,47739
2020-12-20,35972
2019-11-26,44652
2018-07-10,44954
2021-07-29,17758
2020-08-27,30094
2020-10-24,44554
2020-08-08,41460
2019-11-09,14832
2019-02-07,28358
2018-12-06,16794
2018-01-11,23169
2018-03-20,38694
2020-09-01,31966
2018-01-27,26288
2020-03-18,34028
2018-12-11,17310
2018-03-28,32223
2020-03-20,28017
2022-01-18,25781
2018-09-12,41479
2021-01-13,40491
2019-02-12,15881
2019-02-10,21676
2020-10-27,10598
2019-12-17,5570
2018-06-05,27241
2020-07-12,8349
2018-02-12,9213
2021-04-08,12492
2020-08-31,8371
2021-04-14,28218
2018-02-04,36615
2018-09-03,5285
2018-07-05,39509
2019-08-10,43071
2020-05-09,40677
2021-02-22,46927
2020-10-03,49820
2020-11-02,6202
2021-11-25,2397
2020-10-23,28710
2019-01-12,14892
2019-08-07,9996
2021-12-05,30444
2018-08-20,22250
2018-01-26,18169
2020-04-20,43038
2019-06-12,40061
2020-01-31,3571
2019-10-25,44301
2018-10-07,4470
2019-06-25,958
2019-09-05,1416
2018-09-13,48798
2020-03-21,6658
2020-02-03,16856
2019-09-25,30566
2020-07-21,13490
2019-04-20,49929
2021-12-17,32969
2021-06-15,16714
2021-12-12,29113
2018-03-29,27855
2021-08-07,40873
2019-09-29,45446
2019-06-19,38112
2019-07-18,14287
2018-11-10,48391
2020-08-13,45708
2020-06-19,36529
2019-11-26,16685
2018-08-28,34278
2019-03-17,2543
2021-07-17,30908
2021-04-23,47550
2020-09-06,11840
2020-06-12,44466
2019-06-25,25396
2019-02-02,32149
2019-03-26,41461
2018-02-23,47021
2021-05-28,353
2019-03-13,4361
2020-12-24,44460
2018-08-14,7161
2021-06-13,38694
2021-07-06,46302
2019-12-15,32704
2021-07-17,10354
2022-02-01,2677
2018-05-29,11786
2020-02-14,22636
2018-09-05,19204
2020-04-18,43015
2020-11-24,49249
2022-03-14,17184
2020-04-27,32033
2018-10-12,16134
2021-04-24,47442
2018-08-13,16012
2022-03-08,43676
2018-07-06,44381
2019-04-17,42213
2019-04-26,7995
2020-04-07,47272
2020-08-08,33681
2018-03-04,13921
2019-01-24,37704
2020-05-03,40789
2019-11-24,12138
2020-10-07,21989
2019-08-03,21072
2020-06-26,1934
2020-09-29,7951
2020-10-17,3314
2019-07-13,14716
2019-02-03,18681
2020-09-18,35706
2020-07-21,24490
2020-05-21,40960
2020-08-08,16886
2021-10-28,35308
2018-12-31,35566
2021-10-29,48871
2021-04-06,6050
2018-04-22,26457
2020-02-03,31012
2019-09-08,39937
2021-06-30,47870
2019-06-18,39162
2021-11-20,13702
2020-09-24,39422
2021-03-18,35128
2021-05-26,6264
2019-12-14,39472
2020-09-30,42156
2018-01-03,43603
2019-06-23,19226
2020-10-22,39939
2021-09-29,2827
2021-09-29,45298
2019-01-29,49711
2021-03-01,15911
2019-02-08,44430
2020-06-11,28191
2022-02-09,11960
2018-03-22,5475
2021-07-03,17097
2021-11-24,640
2019-05-14,18134
2020-07-26,46721
2020-11-08,28238
2019-09-13,23169
2019-02-17,49936
2021-06-24,39429
2021-08-25,17272
2022-02-11,18455
2021-09-04,13438
2019-10-18,39686
2018-07-20,48460
2020-04-26,4356
